model,n,ps,pd,h,b,w_self,T,steps_run,seed,init_mode,x0,noise,ndi_0,ndi_T,delta_ndi,island_sep_T
biased,100,0.8,0.1,8.0,1.0,0.0,50,50,549,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.8,0.1,8.0,1.0,0.0,50,50,550,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.8,0.1,8.0,1.0,0.0,50,50,551,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.8,0.1,8.0,1.0,0.0,50,50,552,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.8,0.1,8.0,1.0,0.0,50,50,553,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.8,0.1,8.0,1.0,0.0,50,50,554,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.8,0.1,8.0,1.0,0.0,50,50,555,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.8,0.1,8.0,1.0,0.0,50,50,556,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.8,0.1,8.0,1.0,0.0,50,50,557,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.8,0.1,8.0,1.0,0.0,50,50,558,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.8,0.1,8.0,1.0,0.0,50,50,559,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.8,0.1,8.0,1.0,0.0,50,50,560,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.8,0.1,8.0,1.0,0.0,50,50,561,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.8,0.1,8.0,1.0,0.0,50,50,562,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.8,0.1,8.0,1.0,0.0,50,50,563,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.8,0.1,8.0,1.0,0.0,50,50,564,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.8,0.1,8.0,1.0,0.0,50,50,565,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.8,0.1,8.0,1.0,0.0,50,50,566,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.8,0.1,8.0,1.0,0.0,50,50,567,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.8,0.1,8.0,1.0,0.0,50,50,568,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.8,0.1,8.0,1.0,0.0,50,50,569,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.8,0.1,8.0,1.2,0.0,50,50,570,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.8,0.1,8.0,1.2,0.0,50,50,571,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.8,0.1,8.0,1.2,0.0,50,50,572,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.8,0.1,8.0,1.2,0.0,50,50,573,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.8,0.1,8.0,1.2,0.0,50,50,574,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.8,0.1,8.0,1.2,0.0,50,50,575,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.8,0.1,8.0,1.2,0.0,50,50,576,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.8,0.1,8.0,1.2,0.0,50,50,577,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.8,0.1,8.0,1.2,0.0,50,50,578,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.8,0.1,8.0,1.2,0.0,50,50,579,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.8,0.1,8.0,1.2,0.0,50,50,580,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.8,0.1,8.0,1.2,0.0,50,50,581,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.8,0.1,8.0,1.2,0.0,50,50,582,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.8,0.1,8.0,1.2,0.0,50,50,583,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.8,0.1,8.0,1.2,0.0,50,50,584,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.8,0.1,8.0,1.2,0.0,50,50,585,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.8,0.1,8.0,1.2,0.0,50,50,586,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.8,0.1,8.0,1.2,0.0,50,50,587,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.8,0.1,8.0,1.2,0.0,50,50,588,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.8,0.1,8.0,1.2,0.0,50,50,589,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.8,0.1,8.0,1.2,0.0,50,50,590,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.8,0.1,8.0,1.2,0.0,50,50,591,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.8,0.1,8.0,1.2,0.0,50,50,592,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.8,0.1,8.0,1.2,0.0,50,50,593,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.8,0.1,8.0,1.2,0.0,50,50,594,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.8,0.1,8.0,1.2,0.0,50,50,595,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.8,0.1,8.0,1.2,0.0,50,50,596,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.8,0.1,8.0,1.2,0.0,50,50,597,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.8,0.1,8.0,1.2,0.0,50,50,598,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
biased,100,0.8,0.1,8.0,1.2,0.0,50,50,599,theorem,0.7,0.05,159.9999999999973,1000.0,840.0000000000027,1.0
